	headline	url	date
22	"
Τεστ εμβολίων επόμενης γενιάς κατά μεγάλης ποικιλίας κορωνοϊών ξεκινούν Pfizer και BionTech
"	https://www.protothema.gr/koronoios-live/article/1259657/koronoios-pfizer-biontech-xekinoun-test-emvolion-epomenis-genias/	2022-06-29T17:46:33+03:00
23	"
Επιταχύνεται το 7ο κύμα κορωνοϊού στη Γαλλία  – Εκκλήσεις για επαναφορά της μάσκας στα μέσα μεταφοράς
"	https://www.protothema.gr/koronoios-live/article/1259596/koronoios-gallia-epitahunetai-to-7o-kuma-ekkliseis-gia-epanafora-tis-maskas-sta-mesa-metaforas/	2022-06-29T15:11:05+03:00
24	"
Στο νοσοκομείο μου είχαμε αύξηση των εισαγωγών 600% λόγω κορωνοϊού σε μια ημέρα, λέει ο Καπραβέλος
"	https://www.protothema.gr/koronoios-live/article/1259530/kapravelos-sto-nosokomeio-mou-eihame-auxisi-ton-eisagogon-600-logo-koronoiou-se-mia-imera/	2022-06-29T12:20:00+03:00
25	"
Χρειαζόμαστε πλέον καλύτερα εμβόλια κατά του κορωνοϊού, λέει ο Μόσιαλος
"	https://www.protothema.gr/koronoios-live/article/1259408/ilias-mosialos-stin-ellada-prepei-na-auxithoun-oi-emvoliasthedes-ano-ton-60-eton-me-tetarti-dosi/	2022-06-29T07:26:00+03:00
26	"
Σε επίπεδα Απριλίου έφτασαν ξανά τα κρούσματα κορωνοϊού - Αυξάνονται οι εισαγωγές στα νοσοκομεία
"	https://www.protothema.gr/koronoios-live/article/1259396/koronoios-se-epipeda-apriliou-eftasan-xana-ta-krousmata-auxanodai-oi-eisagoges-sta-nosokomeia/	2022-06-29T06:31:00+03:00
27	"
Οι ασθενείς ηλικίας 50-60 ετών είναι αυτοί που κινδυνεύουν περισσότερο από τη long Covid
"	https://www.protothema.gr/koronoios-live/article/1259263/koronoios-meleti-oi-astheneis-ilikias-50-60-eton-kinduneuoun-perissotero-apo-ti-long-covid/	2022-06-28T18:24:00+03:00
28	"
Η Κίνα μειώνει στο μισό την καραντίνα για τις αφίξεις από το εξωτερικό
"	https://www.protothema.gr/koronoios-live/article/1259230/kina-covid-19-meionetai-sto-miso-i-karadina-gia-tis-afixeis-apo-to-exoteriko/	2022-06-28T17:25:00+03:00
29	"
Την ανιούσα πήρε ξανά το ιικό φορτίο στα λύματα - Αύξηση 100% στη Θεσσαλονίκη και 66% στην Αττική
"	https://www.protothema.gr/koronoios-live/article/1259188/lumata-tin-aniousa-pire-xana-to-iiko-fortio-auxisi-100-sti-thessaloniki-kai-66-stin-attiki/	2022-06-28T15:54:00+03:00
30	"
Ξεκίνησε το 6ο πανδημικό κύμα της Covid στο Ισραήλ - Σε σοβαρή κατάσταση πολλοί ασθενείς, αυξάνονται οι θάνατοι
"	https://www.protothema.gr/koronoios-live/article/1259181/koronoios-israil-xekinise-to-6o-pandimiko-kuma-se-sovari-katastasi-polloi-astheneis-auxanodai-oi-thanatoi/	2022-06-28T15:40:32+03:00
31	"
Άλμα με 20.084 νέα κρούσματα κορωνοϊού - 16 νεκροί και 95 διασωληνωμένοι
"	https://www.protothema.gr/koronoios-live/article/1259180/koronoios-20084-krousmata-16-nekroi-kai-95-diasolinomenoi/	2022-06-28T15:38:00+03:00
32	"
Σήμερα συνεδριάζει η Επιτροπή Εμπειρογνωμόνων για την πανδημία
"	https://www.protothema.gr/koronoios-live/article/1259131/koronoios-simera-sunedriazei-telika-i-epitropi-ebeirognomonon-gia-tin-pandimia/	2022-06-28T13:18:00+03:00
33	"
Κίνδυνος για τη δημόσια υγεία η Long Covid: Το 30% θα έχει συμπτώματα που επιμένουν
"	https://www.protothema.gr/koronoios-live/article/1259120/long-covid-o-epomenos-megalos-kindunos-gia-ti-dimosia-ugeia/	2022-06-28T12:30:00+03:00
34	"
Τζανάκης: Θα φτάσουν 30.000 τα κρούσματα – Μετά τις 15 Ιουλίου η κορύφωση
"	https://www.protothema.gr/koronoios-live/article/1259013/tzanakis-tha-ftasoun-30000-ta-krousmata-meta-tis-15-iouliou-i-korufosi/	2022-06-28T08:52:00+03:00
35	"
Πάνω από 20.000 κρούσματα κορωνοϊού αναμένονται ημερησίως
"	https://www.protothema.gr/koronoios-live/article/1258984/koronoios-pano-apo-20000-krousmata-anamenodai-imerisios-se-duo-evdomades-korufonetai-to-neo-kuma-tis-pandimias/	2022-06-28T06:57:00+03:00
36	"
«Νέο μοντέλο η συνύπαρξη με τον κορωνοϊό με πιο στοχευμένα μέτρα» δηλώνει ο Πλεύρης
"	https://www.protothema.gr/koronoios-live/article/1258878/pleuris-neo-modelo-i-sunuparxi-me-ton-koronoio-me-pio-stoheumena-metra/	2022-06-27T19:38:00+03:00
37	"
Μαγιορκίνης: Αύριο Τρίτη περιμένουμε 20.000 κρούσματα - Πότε θα δούμε κορύφωση της έξαρσης
"	https://www.protothema.gr/koronoios-live/article/1258849/magiorkinis-aurio-triti-perimenoume-20000-krousmata-pote-tha-doume-korufosi-tis-exarsis/	2022-06-27T18:21:00+03:00
38	"
Στα 7.682 τα νέα κρούσματα κορωνοϊού – 12 νεκροί και 97 διασωληνωμένοι
"	https://www.protothema.gr/koronoios-live/article/1258781/koronoios-7682-nea-krousmata-12-nekroi-kai-97-diasolinomenoi/	2022-06-27T15:36:00+03:00
39	"
Εμβολιασμοί των 30 - 59 ετών: Πώς έφτασαν οι ειδικοί στην απόφαση για την 4η δόση
"	https://www.protothema.gr/koronoios-live/article/1258621/emvoliasmoi-ton-30-59-eton-pos-eftasan-oi-eidikoi-stin-apofasi-gia-tin-4i-dosi/	2022-06-27T14:40:00+03:00
40	"
Πλεύρης για κορωνοϊό: Ίσως ληφθούν ήπια μέτρα το φθινόπωρο - Δεν έχει νόημα τώρα
"	https://www.protothema.gr/koronoios-live/article/1258697/pleuris-gia-koronoio-isos-lifthoun-ipia-metra-to-fthinoporo-den-ehei-noima-tora/	2022-06-27T12:33:00+03:00
41	"
Άνοιξε η πλατφόρμα για τη τέταρτη δόση του εμβολίου για τον κορωνοϊό στους 30-59 ετών
"	https://www.protothema.gr/koronoios-live/article/1258564/koronoios-anoixe-i-platforma-gia-ti-tetarti-dosi-tou-emvoliou-stous-30-59-eton/	2022-06-27T09:33:55+03:00
42	"
Θα φτάσουμε τα 25.000 κρούσματα κορωνοϊού την ημέρα μέχρι τις 15 Ιουλίου, λέει ο Σαρηγιάννης
"	https://www.protothema.gr/koronoios-live/article/1258604/koronoios-tha-ftasoume-tis-25000-krousmata-tin-imera-mehri-tis-15-iouliou-leei-o-sarigiannis/	2022-06-27T09:21:00+03:00
43	"
Οι ασθενείς με κορωνοϊό κινδυνεύουν περισσότερο από νευροεκφυλιστικές παθήσεις, όπως Αλτσχάιμερ και Πάρκινσον
"	https://www.protothema.gr/koronoios-live/article/1258584/koronoios-oi-astheneis-kinduneuoun-perissotero-apo-neuroekfulistikes-pathiseis-opos-altshaimer-kai-parkinson/	2022-06-27T08:48:57+03:00
44	"
Κορωνοϊός: 9.294 νέα κρούσματα την Κυριακή - Στους 93 οι διασωληνωμένοι και 13 θάνατοι
"	https://www.protothema.gr/koronoios-live/article/1258466/koronoios-9294-nea-krousmata-tin-kuriaki-stous-93-oi-diasolinomenoi-kai-13-thanatoi/	2022-06-26T15:48:00+03:00
45	"
Παγώνη για τέταρτη δόση: «Δικαιολογημένα εκνευρίζονται οι πολίτες, αλλά οι άνω των 60 πρέπει να εμβολιαστούν»
"	https://www.protothema.gr/koronoios-live/article/1258404/koronoios-pagoni-gia-tetarti-dosi-dikaiologimena-ekneurizodai-oi-polites-alla-oi-ano-ton-60-prepei-na-emvoliastoun/	2022-06-26T11:35:47+03:00
46	"
Γιατί αυξάνονται τα κρούσματα κορωνοϊού - Αναμένονται και άλλα επιδημικά κύματα
"	https://www.protothema.gr/koronoios-live/article/1258363/pandimia-i-epohi-tis-covid-egine-i-nea-pragmatikotita-pos-i-suberifora-mas-kathorizei-ta-epidimika-kumata/	2022-06-26T08:55:00+03:00
47	"
12.082 νέα κρούσματα κορωνοϊού το Σάββατο - Στους 88 οι διασωληνωμένοι και 8 θάνατοι
"	https://www.protothema.gr/koronoios-live/article/1258267/koronoios-12082-nea-krousmata-to-savvato-stous-88-oi-diasolinomenoi-kai-8-thanatoi/	2022-06-25T15:42:18+03:00
48	"
Πωλήσεις-ρεκόρ για τα καλλυντικά της L'Oréal, μετά την κατάργηση της μάσκας για τον κορωνοϊό
"	https://www.protothema.gr/koronoios-live/article/1258245/koronoios-poliseis-rekor-gia-ta-kalludika-tis-loreal-meta-tin-katargisi-tis-hrisis-maskas/	2022-06-25T13:58:49+03:00
49	"
Βασιλακόπουλος για τέταρτη δόση: «Αν περιμένουμε μέχρι τον Οκτώβριο, είμαστε εκτεθειμένοι στον κορωνοϊό για τέσσερις μήνες»
"	https://www.protothema.gr/koronoios-live/article/1258182/koronoios-vasilakopoulos-gia-tetarti-dosi-an-perimenoume-mehri-ton-oktovrio-eimaste-ektetheimenoi-gia-tesseris-mines/	2022-06-25T10:33:50+03:00
50	"
Στα 11.972 τα νέα κρούσματα κορωνοϊού - 13 θάνατοι και 86 διασωληνωμένοι
"	https://www.protothema.gr/koronoios-live/article/1257973/koronoios-sta-11972-ta-nea-krousmata-13-thanatoi-kai-86-diasolinomenoi/	2022-06-24T15:34:00+03:00
51	"
Οι υποπαραλλαγές  ΒΑ.4 και ΒΑ.5 της Omicron διαφεύγουν της ανοσίας από εμβολιασμό ή νόσηση
"	https://www.protothema.gr/koronoios-live/article/1257896/koronoios-oi-upoparallages-va4-kai-va5-tis-omicron-diafeugoun-tis-anosias-apo-emvoliasmo-i-nosisi/	2022-06-24T12:47:56+03:00
52	"
Βραβεύτηκε η σύζυγος πνευμονολόγου του «Αττικόν» που μολύνθηκε με Covid από  ασθενή του και πέθανε
"	https://www.protothema.gr/koronoios-live/article/1257869/koronoios-vraveutike-i-suzugos-pneumonologou-tou-attikon-pou-molunthike-apo-astheni-tou-kai-pethane/	2022-06-24T11:45:00+03:00
53	"
Κρατούμενος γύρισε από άδεια στις φυλακές της Πάτρας με στομάχι γεμάτο στα ναρκωτικά
"	https://www.protothema.gr/koronoios-live/article/1257828/patra-kratoumenos-gurise-apo-adeia-me-stomahi-gemato-sta-narkotika/	2022-06-24T10:23:52+03:00
54	"
 Τι σημαίνουν για την πανδημία του κορωνοϊού οι δύο νέες πιο μεταδοτικές υποπαραλλαγές 4 και 5 της Omicron
"	https://www.protothema.gr/koronoios-live/article/1257815/koronoios-ti-simainoun-gia-tin-pandimia-oi-duo-nees-pio-metadotikes-upoparallages-4-kai-5-tis-omicron/	2022-06-24T10:01:00+03:00
55	"
Τα εμβόλια για τον κορωνοϊό απέτρεψαν 20 εκατ. θανάτους παγκοσμίως το πρώτο έτος χορήγησής τους, δείχνει έρευνα
"	https://www.protothema.gr/koronoios-live/article/1257768/koronoios-ta-emvolia-apetrepsan-20-ekat-thanatous-pagosmios-to-proto-etos-horigisis-tous-deihnei-ereuna/	2022-06-24T08:02:01+03:00
56	"
Τη Δευτέρα ανοίγει η πλατφόρμα της 4ης δόσης για τους 30-59 - Τι θα κάνουν όσοι έχουν νοσήσει
"	https://www.protothema.gr/koronoios-live/article/1257751/ti-deutera-anoigei-i-platforma-tis-4is-dosis-gia-tous-30-59-ti-tha-kanoun-osoi-ehoun-nosisei/	2022-06-24T06:23:00+03:00
57	"
Είμαστε στη δεύτερη φάση της πανδημίας, από το 2024 η μετά τον κορωνοϊό εποχή, τονίζει ο καθηγητής Χρηστάκης
"	https://www.protothema.gr/koronoios-live/article/1257711/kathigitis-hristakis-eimaste-sti-deuteri-fasi-tis-pandimias-apo-to-2024-tha-milame-gia-tin-meta-koronoio-epohi/	2022-06-23T22:18:00+03:00
58	"
Δικαστήριο στην Καλιφόρνια κρίνει αν οι εργοδότες θα αποζημιώνουν συγγενείς υπαλλήλων που προσβάλλονται από Covid
"	https://www.protothema.gr/koronoios-live/article/1257657/dikastirio-sti-kalifornia-krinei-an-oi-ergodotes-tha-apozimionoun-suggeneis-upallilon-pou-prosvallodai-apo-covid/	2022-06-23T19:39:00+03:00
59	"
Προαιρετική τελικά για τους 30-59 η τέταρτη δόση του εμβολίου κατά της Covid - Ισχυρή σύσταση για τους άνω των 60
"	https://www.protothema.gr/koronoios-live/article/1257571/koronoios-proairetiko-emvoliasmo-kata-tis-covid-gia-tous-30-59-proteine-i-epitropi-ishuri-sustasi-gia-tous-ano-ton-60/	2022-06-23T16:02:00+03:00
60	"
Κορωνοϊός: 10.474 κρούσματα, 88 διασωληνωμένοι και 17 θάνατοι
"	https://www.protothema.gr/koronoios-live/article/1257566/koronoios-10474-krousmata-88-diasolinomenoi-kai-17-thanatoi/	2022-06-23T15:47:00+03:00
61	"
Εμβολιασμό κατά της Covid με 4η δόση για όλους άνω των 30 ετών εισηγείται η Επιτροπή
"	https://www.protothema.gr/koronoios-live/article/1257537/koronoios-4i-dosi-gia-olous-ano-ton-30-eton-eisigeitai-i-epitropi/	2022-06-23T14:48:00+03:00
62	"
Τα εμβόλια Covid-19 είναι ασφαλή για ασθενείς με καρδιαγγειακή νόσο, επιβεβαιώνει νέα μεγάλη μελέτη
"	https://www.protothema.gr/koronoios-live/article/1257384/koronoios-ta-emvolia-einai-asfali-gia-astheneis-me-kardiaggeiaki-noso-epivevaionei-nea-megali-meleti/	2022-06-23T10:02:56+03:00
63	"
Τι γνωρίζουμε για τις υποπαραλλαγές ΒΑ.4 και ΒΑ.5 της Omicron του κορωνοϊού - H ανάλυση Μόσιαλου
"	https://www.protothema.gr/koronoios-live/article/1257330/mosialos-ti-gnorizoume-gia-tis-upoparallages-va4-kai-va5-tis-omicron-tou-koronoiou/	2022-06-23T07:59:25+03:00
64	"
Σκέψεις να «ανοίξει» η τέταρτη δόση του εμβολίου κατά του κορωνοϊού για όλους κάτω των 60 ετών
"	https://www.protothema.gr/koronoios-live/article/1257316/koronoios-skepseis-na-anoixei-i-tetarti-dosi-tou-emvoliou-gia-olous-kato-ton-60-eton/	2022-06-23T06:58:00+03:00
65	"
CDC: Σχεδόν ο ένας στους πέντε ενηλίκους που είχε COVID παρουσιάζει συμπτώματα διαρκείας
"	https://www.protothema.gr/koronoios-live/article/1257303/cdc-shedon-o-enas-stous-pede-enilikous-pou-eihe-covid-parousiazei-subtomata-diarkeias/	2022-06-23T03:54:20+03:00
66	"
Οι αρχές του Λιβάνου ανησυχούν για την αύξηση  των κρουσμάτων κορωνοϊού
"	https://www.protothema.gr/koronoios-live/article/1257296/livanos-anisuhia-gia-anazopurosi-ton-krousmaton-koronoiou/	2022-06-23T02:14:22+03:00
67	"
Αυξάνονται στην Ιταλία τα κρούσματα του κορωνοϊού – 50 θάνατοι την Τετάρτη
"	https://www.protothema.gr/koronoios-live/article/1257279/auxanodai-stin-italia-ta-krousmata-tou-koronoiou-50-thanatoi-tin-tetarti/	2022-06-22T22:41:00+03:00
68	"
H Omicron «ρίχνει» στο 50% τις πιθανότητες εμφάνισης long Covid, σε αντίθεση με τη Δέλτα
"	https://www.protothema.gr/koronoios-live/article/1257092/koronoios-h-omicron-rihnei-sto-50-tis-pithanotites-emfanisis-long-covid-se-adithesi-me-ti-delta/	2022-06-22T15:32:00+03:00
69	"
Ξεκίνησε ο εμβολιασμός των παιδιών κάτω των 5 ετών στις ΗΠΑ
"	https://www.protothema.gr/koronoios-live/article/1256961/koronoios-xekinise-o-emvoliasmos-ton-paidion-kato-ton-5-eton/	2022-06-22T10:17:17+03:00
70	"
Υπερδιπλασιάστηκαν σε 24 ώρες τα κρούσματα: Ποιες περιοχές είναι στο «κόκκινο» 
"	https://www.protothema.gr/koronoios-live/article/1256900/koronoios-uperdiplasiastikan-se-24-ores-ta-krousmata/	2022-06-22T07:45:00+03:00
71	"
«Έκτο κύμα» της επιδημίας ή «ταλάντωση»; Επιστημονική κόντρα ανάμεσα σε Παυλάκη και Μαγιορκίνη
"	https://www.protothema.gr/koronoios-live/article/1256822/koronoios-ekto-kuma-tis-epidimias-i-taladosi-epistimoniki-kodra-anamesa-se-paulaki-kai-magiorkini/	2022-06-21T20:59:00+03:00
72	"
Ο Καπραβέλος για τα τρία λάθη στη διαχείριση της πανδημίας που «ανέβασαν» τα κρούσματα
"	https://www.protothema.gr/koronoios-live/article/1256821/koronoios-kapravelos-ta-tria-lathi-sti-diaheirisi-tis-pandimias-pou-anevasan-ta-krousmata/	2022-06-21T20:52:00+03:00
73	"
Αποζημίωση 120.000 στερλινών στη μνηστή μουσικού που πέθανε από το εμβόλιο Astra Zeneca
"	https://www.protothema.gr/koronoios-live/article/1256813/vretania-apozimiosi-120000-sterlinon-gia-ton-thanato-mousikou-apo-parenergeies-tou-emvoliou-tis-astra-zeneca/	2022-06-21T20:38:00+03:00
74	"
Μεγάλη αύξηση του ιικού φορτίου στα λύματα Ηρακλείου και Αγίου Νικολάου
"	https://www.protothema.gr/koronoios-live/article/1256694/lumata-megali-auxisi-tou-iikou-fortiou-se-irakleio-agio-nikolao/	2022-06-21T16:36:00+03:00
75	"
Ανέβηκαν στα 12.537 τα νέα κρούσματα κορωνοϊού - 14 θάνατοι και 96 οι διασωληνωμένοι 
"	https://www.protothema.gr/koronoios-live/article/1256689/koronoios-sta-12537-ta-nea-krousmata-14-thanatoi-kai-96-oi-diasolinomenoi/	2022-06-21T16:21:00+03:00
76	"
Οι γυναίκες είναι πολύ πιθανότερο να εμφανίσουν μακρά Covid-19
"	https://www.protothema.gr/koronoios-live/article/1256513/koronoios-oi-gunaikes-einai-polu-pithanotero-na-emfanisoun-makra-covid-19/	2022-06-21T09:22:35+03:00
77	"
Οι υποπαραλλαγές Omicron 4 και 5 που «σηκώνουν» το θερινό κύμα και οι πέντε λόγοι που φοβίζουν τους ειδικούς 
"	https://www.protothema.gr/koronoios-live/article/1256482/omicron-4-kai-5-oi-upoparallages-pou-sikonoun-to-therino-kuma-kai-oi-5-logoi-pou-fovizoun-tous-eidikous/	2022-06-21T07:42:00+03:00
78	"
Θετικός στον κορωνοϊο ο Μεξικανός ΥΠΕΞ Μαρσέλο Εμπράρδ 
"	https://www.protothema.gr/koronoios-live/article/1256464/mexiko-thetikos-ston-koronoio-o-upex-marselo-ebrard/	2022-06-21T05:12:21+03:00
79	"
Μαρία Ζαχάροβα: Οι προβοκάτσιες της Δύσης έφεραν τον κίνδυνο επισιτιστικής κρίσης
"	https://www.protothema.gr/koronoios-live/article/1256440/maria-zaharova-oi-provokatsies-tis-dusis-eferan-ton-kinduno-episitistikis-krisis/	2022-06-20T23:19:00+03:00
80	"
Ιταλός καθηγητής ιολογίας ανησυχεί για την Omicron ΒΑ.5 και προτείνει μάσκες ακόμα και στην παραλία!
"	https://www.protothema.gr/koronoios-live/article/1256433/italos-kathigitis-iologias-anisuhei-gia-tin-omicron-va5-kai-proteinei-maskes-akoma-kai-stin-paralia/	2022-06-20T22:37:00+03:00
81	"
Νέο κύμα κορωνοϊού «σαρώνει» τη χώρα - Ποιες μεταλλάξεις κυριαρχούν
"	https://www.protothema.gr/koronoios-live/article/1256371/koronoios-neo-kuma-saronei-ti-hora-poies-metallaxeis-kuriarhoun/	2022-06-20T19:18:00+03:00
82	"
Στα 4.832 τα νέα κρούσματα κορωνοϊού, 11 θάνατοι, 97 διασωληνωμένοι
"	https://www.protothema.gr/koronoios-live/article/1256270/koronoios-4832-nea-krousmata-11-thanatoi-97-diasolinomenoi/	2022-06-20T15:38:00+03:00
83	"
«Λογική» η αύξηση των κρουσμάτων, λέει η Παγώνη - Πού εντοπίζεται η υποπαραλλαγή «4» που κάνει 40 πυρετό
"	https://www.protothema.gr/koronoios-live/article/1256055/pagoni-pou-edopizetai-kurios-i-parallagi-4-tou-koronoiou-pou-kanei-40ria/	2022-06-20T07:57:00+03:00
84	"
Κορωνοϊός: 5.689 νέα κρούσματα - 8 θάνατοι, 101 διασωληνωμένοι
"	https://www.protothema.gr/koronoios-live/article/1255930/koronoios-5689-nea-krousmata-8-thanatoi-101-diasolinomenoi/	2022-06-19T15:38:00+03:00
85	"
Κορωνοϊός - ΗΠΑ: Ομόφωνα οι ειδικοί των CDC ενέκριναν τα εμβόλια των Pfizer και Moderna για παιδιά κάτω των 5 ετών
"	https://www.protothema.gr/koronoios-live/article/1255801/koronoios-ipa-omofona-oi-eidikoi-ton-cdc-enekrinan-ta-emvolia-ton-pfizer-kai-moderna-gia-ta-paidia-kato-ton-5-eton/	2022-06-18T22:23:00+03:00
86	"
Στα 7.163 τα νέα κρούσματα κορωνοϊού - 9 θάνατοι, 99 διασωληνωμένοι
"	https://www.protothema.gr/koronoios-live/article/1255729/koronoios-7163-nea-krousmata-9-thanatoi-99-diasolinomenoi/	2022-06-18T15:38:00+03:00
87	"
Βρισκόμαστε στην έναρξη του έκτου κύματος της πανδημίας, λέει ο καθηγητής Σουρβίνος
"	https://www.protothema.gr/koronoios-live/article/1255707/koronoios-vriskomaste-stin-enarxi-tou-ektou-kumatos-leei-o-kathigitis-sourvinos/	2022-06-18T14:07:00+03:00
